"","Business_id","Categories","Text"
"16",2,75,"Hawkins Avenue sandwich, Reuben, Emil'sOther favorites, buns, sliced bread, fish sandwiches, Chrissy Club, hometown favorites"
"17",2,75,"good food, real food, kind of ambiance, s world of delicious, good people, good vibes, holy tamoley, ca, fish sandwiches, staff, OK, places, MEATBALLS, windows"
"18",2,75,"fish fry, Pittsburgh fish Sammiches - fresh fried fish, fried fish tonight, fish sandwiches, boatload of hot crispy fish, wife, spirit of Pittsburgh, Emil, crispy Mancini, good bread, sort of place, crowd, Bizarre Foods America episode featuring Pittsburgh, high quality, edges town, Mon Valley, Rick Seback, batch, WQED, lounge, good laugh, friendly, great group of folks, meats, seafood, year-old daughter, service, menu, reasonable prices, Italian bread, Ruebens, killer, waitress, fripperies, rough, Trivial Pursuit game, outside, decoration, TGI Fridays, Swissvale, Jim, great sandwich, enormous pillows of soft, stuffed cabbage, couple of weeks, bacon, thick cod fillets, Rankin, Run, iPhone, Andrew Zimmern, Braddock, tables, BLT, Maximilian Kolbe, true Pittsburgher, places, hankering, adornments, fun, order, god, bus, dinner, bun"
"19",2,75,"years, consistantly good food, Vwey reasonably, large portions, Favorites, burgers, fish, friendly staff, Chrissy, Emil, owner, place"
"20",2,75,"tour, real comfort food, perfect place, real gem, spotless, best Reuben, real asset, lunch, Rankin, enthusiasm, location, owner, days, hulushki, liver, onions, Frick Mansion, fish sandwich, wife, restrooms, peppers, friends, order, places, commode"
"21",2,75,"Wonderful Reuben Sandwich, Excellent fish sandwich, visiting Emils, town, Restaurant personnel, delightful hostess, Chrissy, stuffed cabbage tastes homemade, Mondays, trip"
"22",3,86,"buffalo chicken pizza, Steelers, Primanti, butt, garlic, cheese sand, different types of wings, special roast beef, rest, cent wings, friendly staff, good eats, SPAM t-shirt, pepperoni n, local haunt, Pittsburgh area, sandwich specials, older gentleman, taste factor, great little place, Ravens game, day vacation, Friday night, Thursday night, mushroom, thing, customers"
"23",3,86,"CANNED MUSHROOMS, tasty food, place, staff, worst mushrooms, great prices, white pizza - large, canned Alpo, entire star - disgusting, entire visit, good crowd, decent mushrooms, garlic flavor, great townie bar, overall delicious pizza, young men, jukebox, review, mixed crowd of older hockey fans, positive attitude, size, Friday night, quality article of clothing, awesome - random music, average pie, inferior crap, hooded cardigan, waiter, cheese, advice, flavorful hot sausage, collared shirts, music stops, airport, way, waitress, orders, notch, worst thing, difficulty, mushroom debacle, interesting clientele, thirtysomethings, time, grease, territory"
"24",3,86,"Rook, ice cream factory, peaceful little place, Pittsburgh-style, college, sort, pretty late hour, fond memories, ancient times, Green Tree, years old, summer break, union guys, SANDWICHES, Primanti, good things, Alexion, hill, town, customer, home"
"25",3,86,"wings, place, fried food, daily specials, HUGE selection of alcohol, inside, bartenders, good job, quick lunch, cheap drinks, sandwiches, Dont, gluten, salads, Doesnt"
"26",3,86,"cool bar, typical bar food food, theres, menu, beaten path, buffalo chicken sandwich, prices, service, worth, different items, trip, restaurant, restrooms"
"27",3,86,"wing night, happy hour, Awesome drink specials, Tuesday"
"28",3,86,"light Monday night crowd, beer selection, hour, sandwiches, best reubens, fault, server"
"29",3,86,"Friday, friends, lunch, Great place, friendly, staff, family, month, years, drink, sandwiches"
"30",3,86,"coleslaw, terrible tasting, iced tea, customer service, Reuben, kraut"
"31",3,86,"best cheeseburger, wings, amazing cheeseburger, best bar, question, Alexions, food, atmosphere, Italian bread, region, grill, Pittsburgh, car keys, cold beer, Let, hands, service, decades"
"32",3,86,"Alexions fish sandwich, home-style Primantis, wings, Pittsburgh bar, mega commercial, Reuben, year, money, Feels, sandwiches, ca, selections, Atlanta, trip"
"33",3,86,"place, fries fish, fish sandwich, fish jerky, partial sandwiches, cook, hamburger, Bread french fries, people, Friday afternoon, pink stuff, future, salad uneaten, Yelp reviews, positive experience, Iced tea, rock of crack, sugar, dinner companions, artificial sweeteners, onion rings, dozen different cities, family emergency, couple of friends, aberration, Reuben, sweet n, church, Lent, thing, patio, minutes, Waitress, eyes"
"34",3,86,"servers, great place, great neighborhood bar, Pittsburgh, city, bars, crowd, kind, problem, food"
"35",3,86,"good food, great service, Good place, Friendly local bar, Friday fish sandwich, wo, reasonable price"
"36",3,86,"great food, good food, Great wings, great beer selection, good prices, wall, Greetree, thick cut Italian bread, hidden gem, Carnegie area, buffalo chicken pizza, low key hole, sandwiches, Friendly staff"
"37",3,86,"sandwiches, owner, waitstaff, kitchen staff, Family owned establishment, place, Yelp, Pittsburgh area, Great beer selection, wings"
"38",3,86,"hotel, servings, place worthy, unique menu, nice little neighborhood, biz, town, Great service, check, street"
"39",4,173,"mashed potatoes, server, macaroni n, world, best food, gravyBuffalo Chicken strips, Frownie, TeaPepsiOpen-faced Hot Turkey Sandwich, meal, funny odd, Family Restaurant, buffalo sauce, dinner, Parks smiling cookie, service, icon, mascot, frowning brownie, entrees, piping, brown gravy, cheeseOur drinks, white meat, couple of minutes, King, nice people, spokesperson, luncheon meat, direct dialogue, section, perception, tables, friend, ha, manager, area, Stouffers, need, things, package"
"40",4,173,"vanilla ice cream, apple pie ice cream, super-kick-ass cinnamon ice cream, filling, portions, death, childhood memory, change, sample, server, apples, red-hot, year, pie crust, middle, shit-tastic replacement, gross"
"41",4,173,"Fox Chapel location, years, selection, dont, Heidelburg location, gobs of butter, various Kings, younger crowd, sarcastic  older lady, grandmother, diner, big fail, night isnt, girl, dishes, sister, experience, waiting thing, child, parents, Prices, means, food, Ive, game, Service"
"42",4,173,"Hoofah"
"43",4,173,"Monaca, heart, fan"
"44",4,173,"slices of French toast, sausage, Cinnamon Swirl French Toast Special, friendly staff, cheesy hash brown casserole, great prices, Kings Family Restaurant, Saturday morning, receiving guidance, previous guests, drink order, water, coffee, orange juice, farm-fresh eggs, bacon, Pittsburgh, tasty food, hostess, Jenny Lee, choice of potato, manager, table, rag, waitress, menu"
"45",4,173,"Kings Family Restaurant, good food, Cracker Barrel, Eggs, particular location, Bob Evans, Cheesy Potatoes, service, hearty - Country Fried Steak, grocery shopping, Breakfast Time, local establishments, great price, Breakfast runs, coffee, Pittsburgh"
"46",5,84,"basic salad bar, fried chicken dinner, kind of Kentucky Fried Chicken style, kind of way, friend, chicken pieces, blue collar bar, uber-basic, freezer bag, dark meat, good Reuben, white meat, skinny little blonde guy, basic brown gravy, kitchen, pre-portioned prepared bag, basic iceberg lettuce mix, genius, Ahhhh da burgh, big screen TV, year old gas station attendant, breaded pork chops, mindless sport of baseball, chat black, beer, mashed potatoes, proper bread, course, big deal, ordering, mind-blower, regular sized bread, slight tinge of chem-spuds flavor, types of ways, area, goodness, soups, tastebuds, freezer case of Walmart, naive face, sports, long day of moving furniture, mini-Reubens, store, time, good homecooked food, grab, gallon buckets, faves, winning pitch, sandwiches, appetizer filler, moment, experiences, trips, mama, veggie toppings, mood, closest thing, recommendation, air of vapidity, staff, irony, room, guts, scan, cook holler, boy, place, green, parsley, prepackaged dreck, atmosphere, Rocky, meals, waiter, Sat, customers, dressings, restaurant, question, child, answer, options, Carnegie"
"47",5,84,"best fish sandwich, place, Pittsburgh, Lent, seating, sandwiches"
"48",5,84,"dinner, table, nice bar, nice selection of cakes, nice outdoor area, Penguins playoff game, special, smoke free environment, dessert case, fish fry, togo box, sides, meantime, portion size, pub, lounge, Friday night, end of night, great little gem, Rangers, win, Pittsburgh, draft brew, server, order, slice of cheesecake, heck, star, visit, Rocky, friend of, choice, town"
"49",5,84,"fried fish filets, large version of fish sandwich, boss, taste bud pleasing home style cooking, grilled cheese, linner, bun, Meatballs, tomato sauce, haute cuisine, supper hours, dining room, meatball grill, Friends, mother, Rocky, thick cut Italian bread, business, fries, bar, old friend, mozzarella, food, meal, complaints"
"50",5,84,"endless soup, Great bar, salad bar, game, Good place, dollar, food, Italian dinners, great atmosphere, Rocky, evenings"
"51",5,84,"decent price, Decent food, place, decent meal, fresh gravy, better wait staff, gallon bucket brand, good portions, homemade sauce, fried fish dinner, neighborhood standard, taste of Lord, salad bar, iced tea, times, years, review, stars, changes, overall pleasant experience, lot of flaws, meatloaf, hoagies, reason, nutshell, item, canned stuff, upgrades, bag, box, wind, Picksburg, menu, fact, present, Gourmet, server, Rocky"
"52",5,84,"great job, fish sandwiches, burger, reuben, Great local bar"
"53",6,156,"city, homemade hot sausage, breakfast, kitchen, toast, Gab, cooked potatoes, Mixed Grill, true understanding of Pittsburgh, morning, greasy spoon, waffles, halves, Midwest places, brand, drawback, kind, eggs"
"54",6,156,"Gab, Diner food, roofing mechanic, seat, bathrooms, hehe"
"55",6,156,"best burger, best place, waffles, coffee mugs, breakfast sandwiches, andlocal, pancakes, long time folks, basics, Short order cooking, Louie, home fries, floor, actor, detox, matching plates, omelets, Pittsburgh, reason, friend, popular mixed grill, italian toast, Eggs, service, counter, Stick, losers, ambiance"
"56",6,156,"pancakes, bacon, burger, mix of eggs, biggest breakfast, monster morning food, HUGE portions, Cramped quarters, Pittsburgh, dinner-sized plates, home fries, DeLuca, toast, destination"
"57",6,156,"egg, biscuit, sausage, favorite breakfast joints, country, definition of diner, mixed grill, home fries"
"58",6,156,"breakfast potatoes, place, medium, good potatoes, degree of dippy, complicated additives, large portion awesome breakfast, busy grandma kind of way, peppers, NYC foodie crowd, onions, set expectations, menu, eggs, means sunny, server, happy diners, fresh Italian bread, fat, true DIVE"
"59",6,156,"cheese, best bacon egg, cutting morning classes, saturday morning recovery, highschool, pittsburgh, night, single corner, nyc, place, joint"
"60",6,156,"homefries, years, favorite item, thick Italian toast, hot sausage sandwich, Huge portions, cheese, favorite things, best greasy spoon joint, highlights, Breakfast, food, seasoned griddle, overflowing plates of goodness, reservations, wait, lunch, Carnegie, lettuce, half order, potato products, life, lumberjack, tomato, mayo, Pittsburgh, weekends"
"61",6,156,"portions, great people, bad meal, line, place"
"62",6,156,"mixed grill, lunch meats, sausage sandwich, raisin toast, home fries, Bfast, staff, true cook, bread, favorite breakfast place, eggs, good sandwiches, items, food, fancy decor, small portion, onions, patrons, soooo goooooooood, hamburgers, Use Mancini, real MAN, Gets, counter, Banter, Ricci, diner"
"63",6,156,"tastey, tight tables, lumpy booths, waitresses, parents, burgers, mixed grill, greasy spoon, arm, homemade sausage, star, omelets"
"64",6,156,"day, great breakfast, mixed grill half portion, frills, place, butter, calories, room, wait"
"65",6,156,"Great homemade hot breakfast sausage, weekend, fun, table, wonderful family restaurant, parents"
"66",6,156,"Gino, dad, half, mixed grill, breakfast place, Dick, counter"
"67",6,156,"eggs, xx, toast, pie worthy tart, cherry pecan pie, standard breakfast menu, credit card system, cherry tree, store, sweet canned variety, warm meal, tiny diner, mood, cold tuna salad sandwich, places, day, concoction, Grand Slam, slice of cheese, parents, harvest, table, resturant, tuna melt, Looking, avail, cherries, sugar, crazy Pittsburghers, smaller businesses, minutes, meat, follows, pancake, impression, ATM, dessert, Denny"
"68",6,156,"healthy breakfast, mix grill, country, BEST DINER, best rating, Gab, opposite of healthy, atmosphere, old school Americana, cajun seasoning, texas toast, pounds of butter, half, accomodate, famous diners, COUNRTY, homefires, place, meal, Burgers"
"69",6,156,"raisin bread, Best French toast, friendly atmosphere, breakfast"
"70",6,156,"coffee, sweet sausage, writing, breakfast, best, area, texas toast, unique mugs, wall, Diner, choices"
"71",6,156,"popular place, kitchen, food, punch, larger group, bacon, sign, best breakfast, plates match, eating half, Mixed Grill, tasty morsel, crumb, kind, Italian toast, faithful followers, Readers, reviews, home, real butter, loaf, thick slices, sides, way, wo, Dor-Stop, cheese, eggs, potatoes, wait staff, fact, accomodate, Gab, pounds, eyes, sausage, waitress, people, Pittsburgh, register, week, tips, order, variety, change, struggle, case, mugs, ASAP"
"72",6,156,"Food Network, pounds of food, mixed grill, giant mound of food, formica counter, eggs frying, Potatoes, pool of fresh grease, end, wall, Channel, dozen people, Grimy looking hole, flea hole, sausage, bacon, bad thing, sooth, Neat thing, Classic breakfast joint, attraction, strip mall, douche bag, coffee, tip, walks of life, vacant stool, Italian toast, place famous, Window, bucks, hangover, outside, Cash, tables, dirt"
"73",6,156,"Carnegie PA"
"74",6,156,"place, good advice, grilled peppers, grilled onions, good sign, mixed grill, worker, Price, man vs food episode, tight clothing, skinny jeans, potatoes, new stretchy pants, breakfast, early weekday, couple of recommendations, homemade sausage, days, cost ranges, large mix grill, regulars, locals, fellower yelpers, fried eggs, left-overs, waitress, cash, Portion, years"
"75",6,156,"area, breakfast griddle, diner food, Sundays, Best breakfast spot, lunch food, church crowd, burgers, wait, place"
"76",6,156,"dont, friendly service, coffee mugs, Great breakfast, good price, winter time, cash, cards, line, lol, deserts"
"77",6,156,"french toast, peppers, onions, Great people, great coffee, turkey day, good diner, Good food, beloved neighborhood gem, place, Saturday morning, Pittsburgh ambiance, mixed grill, beans, best Italian bread, eggs, sausage, Tuesday, bacon, Gab, fiance, Ca"
"78",6,156,"large portioned working class breakfast plates, breakfast place"
"79",6,156,"Mixed Grill, time, best breakfast, nostalgia signs, end, somewhat plain potatoes, Coffee, good mix, heaping order, brews, comments, wall, cheese, peppers, trivia questions - fun way, spicy Italian sausage, quality, portions, little seasoning, large white boards, pancakes, concoction of eggs, delicious soft inch thick slices, place, current road trip of baseball, sized dinner plate, Pittsburgh area, complaint, lots of seasoning, light texture, rich flavor, signatures, onions, couple open tables, diners, nice bite, half size order, trough, potion, strip mall, Italian toast, hockey, Gab, basic, Fabulous value, uniform chunks, Country style decorations, reviews, past customers, yelpers rating, food, bacon, noon, Saturday, interesting, days, highlight, parking, Personal preference, fries, reviewers, posters, waitstaff, cup, marker, raisin, total"
"80",6,156,"lunch, straws, nice option, Onion rings way, strip mall, restaurant, Carnegie, nephew, star rating, half order, fries, silverware, tables, counter space, great looking breakfast menu, buns, butter didnt, whiny mother, Love ya, burgers of varying kinds, Dairy Queen, kind of weird, local men, Met, booths, waitress, napkins, good sign, Gab, Justin, grill, cooking, whining, door, food"
"81",6,156,"breakfast diner, serviceable diner coffee, excellent breakfasts, table, soonThe coffee, huge portions, perfect example, western omlet, waitress, food, ambience, minutes"
"82",6,156,"mixed grill, best breakfast, Led zeppelin, walls, Read, great reviews, Huge portions, Service, Friendly staff, Pittsburgh"
"83",6,156,"new decor, place, ham, new Happy vibe, writing, signatures of semi famous people, awesome breakfast, typical breakfast, toast, Pictures of local people, times, little boring, years, usual, old experience, door, guys, eggs, walls, counter, home fries, pleasant surprise, laugh, tops, ambience, posters, fun, lunch"
"84",6,156,"feet, sausage, daughter, food, frickin awesome, coffee cups, Friendly service, egg sandwich, owner, cooking, pancakes"
"85",6,156,"lunch food, excellent food, super food, Excellent breakfast, lunch menu, Best breakfast, Pgh South Hills hands, Friendly staff"
"86",6,156,"place I world, Cajun homefries, locals, breakfast, town, business, Fantastic poached eggs, crispy bacon, Gab, service, family, bill"
"87",6,156,"wife, taste, owner, times, packed ambiance, gooooooooooood, amounts, overall gold standard, Andy, perfect blend of non-chain, friendly older waitresses, food, Aunt Bee, believer, grill, prices, eyes, decade, chance, breakfasts, visit"
"88",6,156,"gotta, small diners, fine breakfast joint"
"89",6,156,"best breakfast, regular mixed grill, Vs breakfast debate, Gab n, bacon, customers soup, order of potato pancakes, sides of applesauce, sour cream, creamy deliciousness, tiny bit crisper, Lobster Bisque, Pittsburgh, treat, lunch, quart"
"90",6,156,"pancake, counter, coffee refills, server, bad place, way, mixed grill, cup, woman, order, minutes, Food"
"91",6,156,"variety of lunch offering, old style local diners, order, home, work, diner style food, Isaly, affordable prices, time, area, breakfast, eggs, fact, Gab, neighborhood"
"92",6,156,"great place, wall, unique little place, burgers, match, French Fries, kitchen, hearty breakfast, home fries, pretty cool breakfast bar, food, trivia boards, Christmas mugs lol, star, long strip, prices, marker, divey, Sundays, booths, lunch, server, coffee cups, fun, order, kind"
"93",6,156,"great service, Great food, friends, good conversation, kind of place, diner"
"94",6,156,"omelet ingredients, best breakfast sausage, Great diner, pancake, son, scrambled eggs, middle, wife"
"95",6,156,"hometown, Pittsburgh, favorite breakfast stops, great service, Ca"
"96",6,156,"time, specialty omelette, lot of good diners, specialty pancakes, good way, cooked contents, french toast, cheese omelette, lot of diners, waffles, place, biggest peev, Great bread, Saturday morning, omelettes, area, menu, meal options, mushroom, wait, husband, egg, bill, door, home, fries, food, change"
"97",6,156,"breakfast, food, eggs, strip mall, match meats, hidden gem, Mixed grill, choice, local atmosphere, helluva compliment, burgers, Pittsburgh, friend, toast, lunch, places"
"98",6,156,"friendly staff, great diner, Yummy food, welcoming atmosphere, place"
"99",6,156,"eggs, breakfast food, best breakfast place, French toast"
"100",6,156,"portions, mixed grill sizes, time, half-sized mixed grill, hot spot, coffee, waitress, American cheese, Great greasy spoon, couple of questions, trouble, seat, diner quality, place, service, reviews, dish, weekday, course"
"101",6,156,"cheese, favorite, Veggie omelet, staff, Wonderful omelets"
"102",6,156,"eggs eggs, delicious food, mixed grill, customer service, new breakfast spot, retail therapy, Gab, wall, hour wait, super thick pancakes, sausage links, bacon, shredded cheddar, slices of american, couples, seats, bar, fun time, yesterday, hole, cheese, Giant club sandwiches, Carnegie, friend, restaurant, complaint, mind, blast, eyes, yelp, years, thing"
"103",6,156,"date, smiling waitresses, Excellent little establishment, kinda establishment, Bologna, breakfast potatoes, ya, smidge small, fried salami, cole slaw, locals, convo, chicken poblano soup, cheese, home town feeling, Mix match coffee mugs, great place, lunch, cups, meal, hesitation, dressing, good story, Bun, goodies, friendly, diner kitchen, bagel sandwich, mood, lettuce, seat, table, mornings"
"104",6,156,"crust, Best ham, cheese inlet, Nice flat-, burgers, place, dinner"
"105",6,156,"calories, wholewheat, OMG, breakfast, best place, French Fries, large plate of home, turkey club, time, lunch"
"106",7,192,"kitchen, apple, tummy, Country Junction, eye, fair portions, breakfast sandwich, strange traffic pattern, Barb, bagel, constant thought, gem of Carnegie, Pittsburgh restaurant, meal, wo, star rating, great prices, nostalgia, gotta, grandma, recommendation, coffee, order, weekends, addition, breakfasts, cup"
"107",7,192,"week, Treats, month, little place, overtime, Barb"
"108",7,192,"prices, great place, perfect place, food, staff, cousin, street"
"109",7,192,"food, great place, places, Country Junction, country charm, service, home fries, napkins, inside, eggs, prices, silverware, cheap price, family breakfast, nice girl, waitress, son, burger, buckets, customer, diners, area, leaky roof, coffee refills, time, order, bacon, water, pancakes, average, summary, perfection, means"
"110",7,192,"place, toast, home fries, time today, taking care of us, new waitress, big deal, apology, problems, parking, fools, minutes, order, food, chocolate chip pancakes, hot pepper omelette, sausage, husband, workers, signs, drinks, love"
"111",8,428,"ultimate sleeper, Leek, potato soup, Harp, Murphys, tap, Authentic black, tans, fries, Guinness gravy, bun, friends, gem, sites, burgers"
"112",8,428,"good Irish food, best Irish food, Main St, cold pint, soccer jerseys, places, pie, Pittsburgh, Guinness, Smithwicks, tap, divey, cleanest place, potato pancakes, shepherd, hidden gem, colcannon, grilled cheese, decor, teams, Carnegie, Pour House, best service, world, cheeses"
"113",8,428,"place, Irish food, stock food, mind, smoke, disappointment, dinner, option, shepherds pie, Irish stew, chicken pot pie, example, ill people, bartender, server, secrets of restaurant success, debit card, house, bathrooms, time travelers, ham, cabbage, plague, wife, party, things, Saturday night, reviews, idea, depression, Speaking, decor, star, luck, pies, order, menus, drinks, flack"
"114",8,428,"Best Irish food, solid Irish fare, town Irish bar, Great bar food, best decor, suds, service, Burgh, locals, place"
"115",8,428,"bartender, Paddy, Riley, curmudgeon, experience, shame"
"116",8,428,"old Irish, Irish pubs, Riley, Pour House, Irish music, lilting Irish owners, local old time watering holes, automated food, entire place needs, beverage ticketing system, waitresses, cooks, bartenders, lousy service, Guinness, case, fun patrons, table, guess, strike, Murphy, Sullivan, Paddy, happy hour, demands, bagpipe, March, recap"
"117",9,429,"extra fried stuff, review, LJS, cardboard boat, minutes"
"118",9,429,"drive, window, way, work tonight, slip, survey, free coke, positive response, gal, soooo, Paul, heart, Sarah"
"119",9,429,"friendlier service, fast food restaurant, fried garbage, LOS"
"120",9,429,"chicken texture, service, bathroom handle, little grimy dining room, W-LJS, white breast meat, chick fil, piece, kid, fish"
"121",9,429,"dining area, prep area, Coleslaw, hushpuppies, burnt fish, chicken planks, fries, bad - nice people, boyfriend, gonna, negative, review, particular location, inside, mins, food, butter, corn, onion rings, things edible, Service, bunch of flies, appetite, door, LJS"
"122",10,211,"small restaurant, favorite restaurant, cheap place, Don Don, Chinese food, tables, favorite thing, Simple setup, great service, wonton soup, Carnegie, TV"
"123",10,211,"energy, edible food, place, cost"
"124",10,211,"Don Don, majority of inexpensive Chinese places best equiped, amazing Chinese food, similar establishments, different parts of thecountry, Japan, years, delivery, atleast, Sounds odd"
"125",10,211,"American style Chinese food, real Chinese food, Does"
"126",10,211,"health inspector, man, allegheny county health department, food tastes average, floor, typical low-end Chinese place, cleanliness Don Don, certificate, register, nice people, owners children, walls match, takeout, month, time, trip, obvious poor conditions, price, kind of dirty inside, workers, carpets, copy, toys, order, rounds, rest, usual, violations"
"127",10,211,"cold sesame noodles, Delicious Singapore noodles, high school cheap date quality, Excellent real Chinese food, friendly service, Crispy flavorful crab Rangoon, sauce, Restaurant ambience, seafood delight"
"128",10,211,"friends, fan of Americanized Chinese cuisine, best Americanized Chinese fare, needed food, alcohol, sesame chicken, crab rangoon, pre-cut meat, Apis Meadery, appetizer, dishes, sauce, overbearing sweetness, thickness, Hong King, Japan, names, flavors, textures, delivery, PGH, door, past weekend, phone, egg rolls, Squirrel Hill, General Tso, Singapore, person, woman, meal, combo, guy, Having, rush, consideration"
"129",10,211,"ordering food, ca, register, times, Don Don, Collier Square, inside, heck, inconvenience, restaurant, Golden Dragon, scrub brush, years, BMW, owner, Let"
"130",11,28,"meal, minutes, Grand Slam, popular Denny, good service, Waitress, breakfast, food"
"131",11,28,"nice people, smth, nice music playing, hot nice meal, waitress, Strawberry milkshake, Strawberry lemonade, nachos, t bone steak, work, Perfect time, hubby, night, great job, adorable girl, Denny, arm"
"132",11,28,"witching hours, right time, Food, cook singing, music, location, place"
"133",11,28,"reviews, Sunday mornings, ice cream truck, excellent drunk food, Denny, Dude, heck, thing"
"134",11,28,"Excellent food, good service, different dishes"
"135",11,28,"husband, names, Red Hot, hash browns, meals, food, half size of Moon, casual meal, check, total, Son, Sunday brunch, Chose Denny, thing, wait, Patron"
"136",11,28,"food, broccoli, meals, Denny, Bourbon Chicken Skillet, potatoes, Erma, n Park, Max, yummy Jack Daniels sauce, years, ingredients containing wheat, favorite, pricier restaurants, gluten"
"137",12,432,"good sign Dad, good meal, decent italian meal, good Italian places, italian food, pop, husband, way, capital I-talian, hubby, parents, pizza, tarentum, mom, airport, days, Christmas, Papa J, teeth, lot, Murrysville, afternoon, December, chicken picatta, delicous, basic pasta, ligonier, becuase, drink, eggplant rollatini, east bumf, Pittsburgh, kinda grumbly, teetotaler, wine, time, waitress, tip, reason, kicker, Austin, Texas, people"
"138",12,432,"favorite restaurant, simple preparation, Pittsburgh, hometown, best pizza, town HANDS, Fresh ingredients, reasonable prices, Papa J, time"
"139",12,432,"husband, plate of olive oil, greens, smaller plate, bread, blue cheese, rustic atmosphere, pine nuts, red pepper app, glass selection, balsamic vinegar, cracked black peeper, house salads, solid wine, comfortable feeling, lot of places, orders Chicken Parm, fave restaurants, town, yummy vinaigrette, burgh, dessert, tad pricey, beans, ca, lettuce, dinner, head, sauce, extras"
"140",12,432,"plating, ambiance, deli meat, eggplant parmigiana, light batter, service, yelpers"
"141",12,432,"great salads, great place-consistantly great food, samplers, husband, exposed brick walls, ravioli, fish, weeks of fabulous fresh food, expectations, noticable, eggplant rollatini, large table, Italy, bead, knowledgeable servers, white pizza, trip, space, wine, years, wrong impression, Papa J"
"142",12,432,"Roman Style, classic Italian restaurant, fried calamari, Great, visit, town, time, little kick, unlikely places"
"143",12,432,"delicious bread, basil, girlfriend, fish sandwich, times, proper care of us, Carnegie, cheese, Papa J, eggplant parm sandwich, mixed bag, server, pick of places, mixed experience, banana pepper appetizer, entrees, start, cocktail sauce, way, FRESH, Robinson, salad, powering, service, experiences, meal, dressing, menu"
"144",12,432,"cheese pizza, pizza - way, medium pizza, Carnegie, higher end scotch, bit, better beers, street, small town atmosphere, Provolone, night, garlic, sweet sausage, drink selection, meatballs, Just stock, blessed goodness, challenge, stars, dinner, client, good dishes, parking, Guiness, time, coffee"
